Issue_key,Summary,keyword
HADOOP-15681,AuthenticationFilter should generate valid date format for Set-Cookie header regardless of default Locale,"['server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-13375,o.a.h.security.TestGroupsCaching.testBackgroundRefreshCounters seems flaky,['race']
HADOOP-16900,Very large files can be truncated when written through S3AFileSystem,['corrupt']
HADOOP-13236,truncate will fail when we use viewfilesystem,['node']
HADOOP-12862,LDAP Group Mapping over SSL can not specify trust store,"['node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-17934,NullPointerException when no HTTP response set on AbfsRestOperation,"['node', 'region', 'server']"
HADOOP-15217,FsUrlConnection does not handle paths with spaces,['race']
HADOOP-16049,DistCp result has data and checksum mismatch when blocks per chunk > 0,"['block', 'block']"
HADOOP-15473,Configure serialFilter in KeyProvider to avoid UnrecoverableKeyException caused by JDK-8189997,['network']
HADOOP-15273,distcp can't handle remote stores with different checksum algorithms,"['remote', 'block', 'block', 'block', 'corrupt']"
HADOOP-14140,"S3A reporting ""Not found on empty bucket",['race']
HADOOP-14146,KerberosAuthenticationHandler should authenticate with SPN in AP-REQ,"['server', 'server']"
HADOOP-18581,Handle Server KDC re-login when Server and Client run in same JVM.,"['node', 'server', 'server', 'server', 'server']"
HADOOP-15679,ShutdownHookManager shutdown time needs to be configurable & extended,['block']
HADOOP-17655,Upgrade Jetty to 9.4.40,['connection']
HADOOP-14637,GenericTestUtils.waitFor needs to check condition again after max wait time,"['server', 'server', 'server']"
HADOOP-15939,Filter overlapping objenesis class in hadoop-client-minicluster ,['cluster']
HADOOP-15292,Distcp's use of pread is slowing it down.,['node']
HADOOP-18233,Possible race condition with TemporaryAWSCredentialsProvider,"['meta', 'region', 'race', 'race']"
HADOOP-15527,loop until TIMEOUT before sending kill -9,['node']
HADOOP-17308,WASB : PageBlobOutputStream succeeding hflush even when underlying flush to storage failed ,['cluster']
HADOOP-16586,"ITestS3GuardFsck, others fails when run using a local metastore","['meta', 'meta', 'meta']"
HADOOP-15859,ZStandardDecompressor.c mistakes a class for an instance,"['crash', 'corrupt']"
HADOOP-13439,Fix race between TestMetricsSystemImpl and TestGangliaMetrics,['race']
HADOOP-15401,ConcurrentModificationException on Subject.getPrivateCredentials in UGI constructor,['race']
HADOOP-15922,DelegationTokenAuthenticationFilter get wrong doAsUser since it does not decode URL,"['connection', 'server']"
HADOOP-18150,Fix ITestAuditManagerDisabled after S3A audit logging was enabled in HADOOP-18091,['race']
HADOOP-18521,ABFS ReadBufferManager buffer sharing across concurrent HTTP requests,"['network', 'network', 'cluster', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HADOOP-13137,TraceAdmin should support Kerberized cluster,"['node', 'cluster', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'race', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-17902,Fix Hadoop build on Debian 10,['restart']
HADOOP-14966,Handle JDK-8071638 for hadoop-common,['node']
HADOOP-14563,LoadBalancingKMSClientProvider#warmUpEncryptedKeys swallows IOException,['consistent']
HADOOP-18049,Pin python lazy-object-proxy to 1.6.0 in Docker file as newer versions are incompatible with python2.7,['race']
HADOOP-15008,Metrics sinks may emit too frequently if multiple sink periods are configured,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node']"
HADOOP-17018,Intermittent failing of ITestAbfsStreamStatistics in ABFS,['race']
HADOOP-15865,ConcurrentModificationException in Configuration.overlay() method,"['recovery', 'recovery', 'recovery', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-15908,hadoop-build-tools jar is downloaded from remote repository instead of using from local,"['remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'remote', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta']"
HADOOP-13264,Hadoop HDFS - DFSOutputStream close method fails to clean up resources in case no hdfs datanodes are accessible ,"['node', 'node', 'node']"
HADOOP-14687,AuthenticatedURL will reuse bad/expired session cookies,"['connection', 'connection', 'server']"
HADOOP-15390,Yarn RM logs flooded by DelegationTokenRenewer trying to renew KMS tokens,"['cluster', 'cluster', 'cluster', 'server', 'server', 'server', 'server']"
HADOOP-16958,NPE when hadoop.security.authorization is enabled but the input PolicyProvider for ZKFCRpcServer is NULL,"['server', 'server', 'server']"
HADOOP-15121,Encounter NullPointerException when using DecayRpcScheduler,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-18569,NFS Gateway may release buffer too early,['crash']
HADOOP-17068,client fails forever when namenode ipaddr changed,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'connection', 'server', 'restart', 'restart']"
HADOOP-13024,Distcp with -delete feature on raw data not implemented,['distributed']
HADOOP-13056,Print expected values when rejecting a server's determined principal,['server']
HADOOP-15153,[branch-2.8] Increase heap memory to avoid the OOM in pre-commit,['race']
HADOOP-12954,Add a way to change hadoop.security.token.service.use_ip,['block']
HADOOP-16727,KMS Jetty server does not startup if trust store password is null,"['server', 'server']"
HADOOP-16107,FilterFileSystem doesn't wrap all create() or new builder calls; may skip CRC logic,"['replica', 'replica', 'replica', 'block', 'block', 'block']"
HADOOP-15320,Remove customized getFileBlockLocations for hadoop-azure and hadoop-azure-datalake,"['remote', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HADOOP-15519,KMS fails to read the existing key metadata after upgrading to JDK 1.8u171 ,"['node', 'meta', 'meta', 'meta', 'race']"
HADOOP-16385,"Namenode crashes with ""RedundancyMonitor thread received Runtime exception""","['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'crash', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'restart']"
HADOOP-14022,S3 connections  fails if in-URI AWS secret key contains '+' and '/' both,['connection']
HADOOP-15011,Getting file not found exception while using distcp with s3a,"['block', 'connection', 'server']"
HADOOP-13816,Ambiguous plugin version warning from maven build.,"['remote', 'remote']"
HADOOP-17945,JsonSerialization raises EOFException reading JSON data stored on google GCS,['block']
HADOOP-17300,FileSystem.DirListingIterator.next() call should return NoSuchElementException,['race']
HADOOP-15814,Maven 3.3.3 unable to parse pom file,"['assign', 'assign']"
HADOOP-16345,Potential NPE when instantiating FairCallQueue metrics,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-17373,hadoop-client-integration-tests doesn't work when building with skipShade,"['race', 'server']"
HADOOP-14416,Path starting with 'wasb:///' not resolved correctly while authorizing with WASB-Ranger,"['cluster', 'cluster']"
HADOOP-14855,"Hadoop scripts may errantly believe a daemon is still running, preventing it from starting",['node']
HADOOP-13897,TestAdlFileContextMainOperationsLive#testGetFileContext1 fails consistently,"['consistent', 'consistent']"
HADOOP-17510,Hadoop prints sensitive Cookie information.,['race']
HADOOP-15151,MapFile.fix creates a wrong index file in case of block-compressed data file.,"['block', 'block']"
HADOOP-13638,KMS should set UGI's Configuration object properly,"['cluster', 'cluster', 'consistent', 'server']"
HADOOP-13141,Mini HDFS Cluster fails to start on trunk,['block']
HADOOP-13815,TestKMS#testDelegationTokensOpsSimple and TestKMS#testDelegationTokensOpsKerberized Fails in Trunk,"['server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-13440,FileContext does not react on changing umask via configuration,"['node', 'consistent', 'server']"
HADOOP-14363,Inconsistent default block location in FileSystem javadoc,"['consistent', 'block']"
HADOOP-18528,Disable abfs prefetching by default,['consistent']
HADOOP-17869,fs.s3a.connection.maximum should be bigger than fs.s3a.threads.max,['connection']
HADOOP-15644,Hadoop Docker Image Pip Install Fails on branch-2,"['race', 'race']"
HADOOP-17107,hadoop-azure parallel tests not working on recent JDKs,"['parallel', 'parallel']"
HADOOP-17528,Not closing an SFTP File System instance prevents JVM from exiting. ,"['connection', 'connection']"
HADOOP-14195,CredentialProviderFactory$getProviders is not thread-safe,"['parallel', 'race']"
HADOOP-16043,NPE in ITestDynamoDBMetadataStore when fs.s3a.s3guard.ddb.table is not set,['race']
HADOOP-17358,Improve excessive reloading of Configurations,['server']
HADOOP-13030,Handle special characters in passwords in KMS startup script,"['server', 'server']"
HADOOP-12919,MiniDFSCluster uses wrong IP address,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'network', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-15696,KMS performance regression due to too many open file descriptors after Jetty migration,['connection']
HADOOP-15633,fs.TrashPolicyDefault: Can't create trash directory,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-17581,Fix reference to LOG is ambiguous after HADOOP-17482,['block']
HADOOP-18398,Prevent AvroRecord*.class from being included non-test jar,['cluster']
HADOOP-13422,ZKDelegationTokenSecretManager JaasConfig does not work well with other ZK users in process,['race']
HADOOP-17689,Avoid Potential NPE in org.apache.hadoop.fs,"['replica', 'block', 'race']"
HADOOP-17138,Fix spotbugs warnings surfaced after upgrade to 4.0.6,"['node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-17362,Doing hadoop ls on Har file triggers too many RPC calls,['meta']
HADOOP-15180,branch-2 : daemon processes' sysout overwrites 'ulimit -a' in daemon's out file,"['node', 'node', 'node', 'cluster']"
HADOOP-17438,Increase docker memory limit in Jenkins,"['delay', 'restart']"
HADOOP-12903,"IPC Server should allow suppressing exception logging by type, not log 'server too busy' messages","['server', 'server']"
HADOOP-18238,Fix reentrancy check in SFTPFileSystem.close(),"['connection', 'connection', 'connection', 'connection']"
HADOOP-13155,Implement TokenRenewer to renew and cancel delegation tokens in KMS,['server']
HADOOP-17209,Erasure Coding: Native library memory leak,"['node', 'node', 'node', 'node', 'cluster']"
HADOOP-17059,ArrayIndexOfboundsException in ViewFileSystem#listStatus,['node']
HADOOP-14616,"Client fails to read a block with erasure code (XOR, native) when one of the data block is lost","['block', 'block']"
HADOOP-14458,Add missing imports to TestAliyunOSSFileSystemContract.java,['race']
HADOOP-15684,"triggerActiveLogRoll stuck on dead name node, when ConnectTimeoutException happens. ","['node', 'node', 'node', 'node', 'node', 'node', 'server', 'server']"
HADOOP-16881,KerberosAuthentication does not disconnect HttpURLConnection leading to CLOSE_WAIT cnxns,['connection']
HADOOP-14214,DomainSocketWatcher::add()/delete() should not self interrupt while looping await(),"['node', 'meta', 'race', 'race']"
HADOOP-14204,"S3A multipart commit failing, ""UnsupportedOperationException at java.util.Collections$UnmodifiableList.sort""",['race']
HADOOP-14949,TestKMS#testACLs fails intermittently,"['meta', 'meta', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-16774,TestDiskChecker and TestReadWriteDiskValidator fails when run with -Pparallel-tests,"['parallel', 'parallel']"
HADOOP-17783,Old JQuery version causing security concerns,['cluster']
HADOOP-16495,Fix invalid metric types in PrometheusMetricsSink,"['node', 'server']"
HADOOP-14770,S3A http connection in s3a driver not reuse in Spark application,"['connection', 'connection', 'connection']"
HADOOP-16265,Configuration#getTimeDuration is not consistent between default value and manual settings.,"['consistent', 'consistent']"
HADOOP-18400, Fix file split duplicating records from a succeeding split when reading BZip2 text files ,"['block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HADOOP-15733,Correct the log when Invalid emptier Interval configured,"['node', 'node']"
HADOOP-13224,Grep job in Single Cluster document fails,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-16278,"With S3A Filesystem, Long Running services End up Doing lot of GC and eventually die","['block', 'meta', 'meta', 'race']"
HADOOP-14912,FairCallQueue may defer servicing calls,['race']
HADOOP-14558,RPC requests on a secure cluster are 10x slower due to expensive encryption and decryption ,"['cluster', 'cluster', 'cluster', 'meta', 'meta', 'race', 'race', 'race']"
HADOOP-15358,SFTPConnectionPool connections leakage,"['connection', 'connection', 'connection', 'connection', 'connection', 'connection', 'server', 'server', 'server']"
HADOOP-16021,SequenceFile.createWriter appendIfExists codec cause NullPointerException,"['broker', 'meta', 'parallel', 'partition', 'partition', 'server']"
HADOOP-18201,Remove base and bucket overrides for endpoint in ITestS3ARequesterPays.java,"['region', 'region', 'region', 'region', 'region']"
HADOOP-16440,Distcp can not preserve timestamp with -delete  option,"['cluster', 'cluster', 'cluster']"
HADOOP-15375,Branch-2 pre-commit failed to build docker image,"['node', 'node', 'node', 'node', 'node']"
HADOOP-17028,ViewFS should initialize target filesystems lazily,"['connection', 'connection']"
HADOOP-16245,Enabling SSL within LdapGroupsMapping can break system SSL configs,['server']
HADOOP-17650,Fails to build using Maven 3.8.1,"['block', 'block']"
HADOOP-15442,ITestS3AMetrics.testMetricsRegister can't know metrics source's name,['parallel']
HADOOP-14982,Clients using FailoverOnNetworkExceptionRetry can go into a loop if they're used without authenticating with kerberos in HA env,"['connection', 'connection', 'connection', 'server', 'server', 'server', 'server']"
HADOOP-17642,Remove appender EventCounter to avoid instantiation ,['cluster']
HADOOP-15655,Enhance KMS client retry behavior,['connection']
HADOOP-17256,DistCp -update option will be invalid when distcp files from hdfs to S3,"['block', 'block', 'block', 'block', 'block', 'block', 'block']"
HADOOP-18584,[NFS GW] Fix regression after netty4 migration,['block']
HADOOP-15686,Supress bogus AbstractWadlGeneratorGrammarGenerator in KMS stderr,"['server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-15307,NFS: flavor AUTH_SYS should use VerifierNone,['server']
HADOOP-16011,OsSecureRandom very slow compared to other SecureRandom implementations,"['remote', 'connection']"
HADOOP-18077,ProfileOutputServlet unable to proceed due to NPE,"['server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HADOOP-16199,KMSLoadBlanceClientProvider does not select token correctly,['cluster']
HADOOP-16793, Remove WARN log when ipc connection interrupted in Client#handleSaslConnectionFailure(),"['node', 'remote', 'connection', 'server', 'server']"
HADOOP-18268,Install Maven from Apache archives,"['assign', 'assign']"
HADOOP-16435,RpcMetrics should not be retained forever,['server']
HADOOP-17557,skip-dir option is not processed by Yetus,['parallel']
HADOOP-14198,Should have a way to let PingInputStream to abort,"['remote', 'server']"
HADOOP-16410,Hadoop 3.2 azure jars incompatible with alpine 3.9,['meta']
HADOOP-16674,TestDNS.testRDNS can fail with ServiceUnavailableException,['network']
HADOOP-12964,Http server vulnerable to clickjacking ,"['remote', 'server', 'server']"
HADOOP-18386,ITestS3SelectLandsat timeout after 10 minutes,"['race', 'race', 'race']"
HADOOP-14450,ADLS Python client inconsistent when used in tandem with AdlFileSystem,['consistent']
HADOOP-18452,Fix TestKMS#testKMSHAZooKeeperDelegationToken Failed By Hadoop-18427,"['node', 'node']"
HADOOP-15411,AuthenticationFilter should use Configuration.getPropsWithPrefix instead of iterator,"['node', 'node', 'node', 'node', 'node', 'race', 'server', 'server', 'server', 'server', 'server']"
