Issue_key,Summary,keyword
KAFKA-14208,KafkaConsumer#commitAsync throws unexpected WakeupException,"['client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client']"
KAFKA-12343,Recent change to use SharedTopicAdmin in KakfkaBasedLog fails with AK 0.10.x brokers,"['cluster', 'broker', 'broker', 'client', 'client', 'client', 'client', 'client', 'distributed', 'distributed', 'fail', 'fail', 'fail']"
KAFKA-8591,NPE when reloading connector configuration using WorkerConfigTransformer,"['distributed', 'distributed', 'distributed', 'distributed', 'distributed', 'restart', 'restart']"
KAFKA-8165,Streams task causes Out Of Memory after connection issues and store restoration,"['node', 'node', 'leader', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'client', 'client', 'client', 'client', 'client', 'connection', 'connection', 'connection', 'message', 'message', 'message', 'partition', 'partition', 'restart']"
KAFKA-12230,Some Kafka TopologyTestDriver-based unit tests can't be run on Windows file system,"['remote', 'remote', 'remote', 'fail', 'fail', 'lock', 'lock', 'lock', 'lock', 'lock', 'lock', 'race']"
KAFKA-13740,kafka-stream-client-shutdown,"['assign', 'assign', 'assign', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'partition', 'partition', 'partition', 'assign', 'assign', 'assign']"
KAFKA-14317,ProduceRequest timeouts are logged as network exceptions,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'network', 'network', 'network', 'broker', 'connection', 'connection', 'connection', 'connection', 'meta', 'meta', 'race']"
KAFKA-13266,`InitialFetchState` should be created after partition is removed from the fetchers,"['leader', 'leader', 'replica', 'replica', 'replica', 'broker', 'fail', 'fail', 'fail', 'partition', 'partition', 'partition', 'partition', 'partition', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
KAFKA-9830,DeadLetterQueueReporter leaks KafkaProducer instance,"['network', 'network']"
KAFKA-9558,getListOffsetsCalls doesn't update node in case of leader change,"['node', 'node', 'leader', 'leader', 'leader', 'leader', 'client', 'client', 'meta', 'meta', 'partition']"
KAFKA-13136,kafka-connect task.max : active task in consumer group is limited by the bigger topic to consume,"['partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition']"
KAFKA-9845,plugin.path property does not work with config provider,"['distributed', 'fail', 'message']"
KAFKA-8785,Flakey test LeaderElectionCommandTest#testPathToJsonFile,"['election', 'fail']"
KAFKA-14292,KRaft broker controlled shutdown can be delayed indefinitely,"['leader', 'delay', 'cluster', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'meta']"
KAFKA-13148,Kraft Controller doesn't handle scheduleAppend returning Long.MAX_VALUE,"['leader', 'leader', 'client', 'message', 'message', 'message']"
KAFKA-9497,Brokers start up even if SASL provider is not loaded and throw NPE when clients connect,"['broker', 'broker', 'broker', 'broker', 'broker', 'client', 'client', 'client', 'client', 'connection', 'connection', 'fail', 'fail', 'fail']"
KAFKA-13476,Streams crashes when non Base64 Offset Metadata is found,"['assign', 'block', 'client', 'client', 'client', 'crash', 'fail', 'fail', 'lock', 'meta', 'meta', 'meta', 'partition', 'assign']"
KAFKA-12470,The topic names in the metrics do not retain their format when extracting through JMX.,"['client', 'client', 'message', 'partition']"
KAFKA-13985,MirrorSourceTask commitRecord throws NPE if SMT is filtering out source record,"['fail', 'message', 'message', 'message', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta']"
KAFKA-13073,Simulation test fails due to inconsistency in MockLog's implementation,"['node', 'fail', 'fail']"
KAFKA-8039,Flaky Test SaslAuthenticatorTest#testCannotReauthenticateAgainFasterThanOneSecond,"['network', 'network', 'network', 'network', 'network', 'network', 'network', 'remote', 'remote', 'remote', 'fail', 'lock', 'lock', 'lock', 'lock', 'message', 'server']"
KAFKA-14072,Crashed MirrorCheckpointConnector appears as running in REST API,"['network', 'cluster', 'cluster', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'crash', 'fail', 'fail', 'partition', 'race']"
KAFKA-9769,ReplicaManager Partition.makeFollower Increases LeaderEpoch when ZooKeeper disconnect occurs,"['leader', 'leader', 'leader', 'leader', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'broker', 'broker', 'broker', 'broker', 'client', 'lock', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition']"
KAFKA-13741,Cluster IDs should not have leading dash,"['cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster']"
KAFKA-8555,Flaky test ExampleConnectIntegrationTest#testSourceConnector,['fail']
KAFKA-9793,Stream HandleAssignment should guarantee task close,"['node', 'assign', 'block', 'broker', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'fail', 'fail', 'lock', 'assign']"
KAFKA-9535,Metadata not updated when consumer encounters FENCED_LEADER_EPOCH,"['leader', 'broker', 'client', 'fail', 'meta', 'meta', 'partition']"
KAFKA-9801,Static member could get empty assignment unexpectedly,"['leader', 'assign', 'assign', 'assign', 'assign', 'broker', 'race', 'assign', 'assign', 'assign', 'assign']"
KAFKA-12639,AbstractCoordinator ignores backoff timeout when joining the consumer group,"['cluster', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail']"
KAFKA-13141,Leader should not update follower fetch offset if diverging epoch is present,"['network', 'leader', 'leader', 'follower', 'follower', 'follower', 'follower', 'replica', 'broker', 'broker', 'broker', 'broker', 'partition']"
KAFKA-13390,Kafka 3 fails to run on Windows,"['replica', 'recovery', 'recovery', 'fail', 'lock', 'message', 'meta', 'meta', 'server', 'server', 'server', 'server', 'server']"
KAFKA-9264,Reocurrence: Flaky Test DelegationTokenEndToEndAuthorizationTest#testNoDescribeProduceOrConsumeWithoutTopicDescribeAcl,"['leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'remote', 'remote', 'remote', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'lock', 'lock', 'lock', 'lock', 'lock', 'lock', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
KAFKA-13488,Producer fails to recover if topic gets deleted (and gets auto-created),"['leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'cluster', 'cluster', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'broker', 'broker', 'client', 'client', 'client', 'client', 'client', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'lock', 'message', 'message', 'message', 'message', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'server']"
KAFKA-12791,ConcurrentModificationException in KafkaProducer constructor,"['client', 'client', 'client', 'client', 'fail', 'message']"
KAFKA-9307,Transaction coordinator could be left in unknown state after ZK session timeout,"['network', 'network', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'follower', 'follower', 'follower', 'follower', 'follower', 'follower', 'election', 'replica', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'fail', 'fail', 'meta', 'meta', 'meta', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'restart']"
KAFKA-13937,"StandardAuthorizer throws ""ID 5t1jQ3zWSfeVLMYkN3uong not found in aclsById"" exceptions into broker logs","['node', 'node', 'node', 'cluster', 'cluster', 'cluster', 'broker', 'broker', 'broker', 'broker', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
KAFKA-13964,kafka-configs.sh end with UnsupportedVersionException when describing TLS user with quotas ,"['broker', 'broker', 'server', 'server']"
KAFKA-8695,Metrics UnderReplicated and UnderMinIsr are diverging when configuration is inconsistent,"['cluster', 'cluster', 'consistent', 'consistent', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'broker', 'broker', 'broker', 'fail', 'partition', 'partition', 'partition', 'server']"
