Issue_key,Summary,keyword
KAFKA-13253,Kafka Connect losing task (re)configuration when connector name has special characters,"['node', 'node', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'distributed', 'race']"
KAFKA-10160,Kafka MM2 consumer configuration,"['client', 'meta', 'meta']"
KAFKA-10133,Cannot compress messages in destination cluster with MM2,"['cluster', 'cluster', 'message', 'message', 'partition']"
KAFKA-13002,listOffsets must downgrade immediately for non MAX_TIMESTAMP specs,"['assign', 'assign', 'assign', 'assign', 'assign', 'broker', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'client', 'corrupt', 'corrupt', 'fail', 'race', 'race', 'assign', 'assign', 'assign', 'assign', 'assign', 'restart']"
KAFKA-10262,StateDirectory is not thread-safe,"['client', 'lock', 'race']"
KAFKA-13968,Broker should not generator snapshot until been unfenced,"['broker', 'meta', 'meta', 'meta', 'meta', 'meta', 'server', 'server', 'server', 'server']"
KAFKA-12815,KTable.transformValue might have incorrect record metadata,"['meta', 'partition']"
KAFKA-9521,Flaky Test DeleteConsumerGroupsTest#testDeleteCmdEmptyGroup,['race']
KAFKA-8108,Flaky Test kafka.api.ClientIdQuotaTest.testThrottledProducerConsumer,['fail']
KAFKA-13718,kafka-topics describe topic with default config will show `segment.bytes` overridden config ,['server']
KAFKA-8526,Broker may select a failed dir for new replica even in the presence of other live dirs,"['replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'broker', 'broker', 'broker', 'broker', 'broker', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail', 'fail']"
KAFKA-9308,Misses SAN after certificate creation,"['client', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
KAFKA-9805,"Running MirrorMaker in a Connect cluster,but the task not running","['cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'assign', 'assign', 'server', 'server']"
KAFKA-8143,Kafka-Streams GlobalStore cannot be read after application restart,"['broker', 'fail', 'fail', 'message', 'race', 'restart', 'restart']"
KAFKA-8069,Committed offsets get cleaned up right after the coordinator loading them back from __consumer_offsets in broker with old inter-broker protocol version (< 2.2),"['leader', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'client', 'partition']"
KAFKA-10271,Performance regression while fetching a key from a single partition,"['partition', 'partition']"
KAFKA-9896,Flaky Test StandbyTaskEOSIntegrationTest#surviveWithOneTaskAsStandby[exactly_once_beta],['fail']
KAFKA-8896,NoSuchElementException after coordinator move,"['delay', 'broker', 'server', 'server', 'server', 'server', 'server']"
KAFKA-10614,Group coordinator onElection/onResignation should guard against leader epoch,"['leader', 'leader', 'leader', 'replica', 'replica', 'race']"
KAFKA-8025,Flaky Test RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapterTest#shouldForwardAllDbOptionsCalls,"['fail', 'fail']"
KAFKA-8500,member.id should always update upon static member rejoin despite of group state,"['block', 'lock']"
KAFKA-9169,Standby Tasks point ask for incorrect offsets on resuming post suspension,"['assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign', 'assign']"
KAFKA-8030,Flaky Test TopicCommandWithAdminClientTest#testDescribeUnderMinIsrPartitionsMixed,"['replica', 'assign', 'fail', 'partition', 'assign']"
KAFKA-10633,Constant probing rebalances in Streams 2.6,"['leader', 'assign', 'assign', 'assign', 'message', 'partition', 'assign', 'assign', 'assign', 'restart']"
KAFKA-9314,Connect put() and poll() retries not conforming to KIP-298,"['network', 'fail', 'restart']"
KAFKA-9747,No tasks created for a connector,"['node', 'node', 'distributed', 'region', 'partition', 'partition']"
KAFKA-9992,EmbeddedKafkaCluster.deleteTopicAndWait not working with kafka_2.13,['fail']
KAFKA-10378,issue when create producer using java,"['network', 'network', 'network', 'network', 'client', 'client', 'client', 'client']"
KAFKA-12896,Group rebalance loop caused by repeated group leader JoinGroups,"['leader', 'leader', 'leader', 'assign', 'meta', 'meta', 'meta', 'meta', 'meta', 'assign']"
KAFKA-13736,Flaky kafka.network.SocketServerTest.closingChannelWithBufferedReceives,"['network', 'network', 'network', 'network', 'network', 'network']"
KAFKA-8911,Implicit TimeWindowedSerde creates Serde with null inner serializer,['fail']
KAFKA-9473,A large number of core system tests failing due to Kafka server failed to start on trunk,"['fail', 'fail', 'fail', 'server', 'server']"
KAFKA-8602,StreamThread Dies Because Restore Consumer is not Subscribed to Any Topic,"['replica', 'assign', 'assign', 'client', 'client', 'partition', 'partition', 'assign', 'assign']"
KAFKA-9672,Dead brokers in ISR cause isr-expiration to fail with exception,"['leader', 'leader', 'cluster', 'cluster', 'cluster', 'cluster', 'replica', 'replica', 'assign', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'broker', 'fail', 'partition', 'partition', 'partition', 'partition', 'race', 'assign']"
KAFKA-12558,MM2 may not sync partition offsets correctly,"['assign', 'fail', 'fail', 'fail', 'fail', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'race', 'assign']"
KAFKA-13417,Dynamic thread pool re-configurations may not get processed,"['leader', 'election', 'replica', 'replica', 'broker', 'broker', 'server', 'server', 'server', 'server', 'server']"
KAFKA-13216,Streams left/outer joins cause new internal changelog topic to grow unbounded,"['race', 'race', 'race']"
KAFKA-8079,Flaky Test EpochDrivenReplicationProtocolAcceptanceTest#shouldSurviveFastLeaderChange,"['leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'leader', 'election', 'election', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'fail', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
