Issue_key,Summary,keyword
HDFS-14039,"ec -listPolicies doesn't show correct state for the default policy when the default is not RS(6,3)","['node', 'restart']"
HDFS-14798,Synchronize invalidateBlocks in DatanodeDescriptor,"['node', 'node']"
HDFS-15204,TestRetryCacheWithHA testRemoveCacheDescriptor fails intermittently,"['node', 'node', 'server', 'server']"
HDFS-13388,RequestHedgingProxyProvider calls multiple configured NNs all the time,"['node', 'assign', 'assign']"
HDFS-14486,The exception classes in some throw statements do not accurately describe why they are thrown,"['recovery', 'corrupt', 'meta']"
HDFS-15685,[JDK 14] TestConfiguredFailoverProxyProvider#testResolveDomainNameUsingDNS fails,"['node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-14323,Distcp fails in Hadoop 3.x when 2.x source webhdfs url has special characters in hdfs file path,"['cluster', 'cluster', 'race']"
HDFS-15319,Fix INode#isInLatestSnapshot() API,"['node', 'node', 'node', 'node', 'node']"
HDFS-13833,Improve BlockPlacementPolicyDefault's consider load logic,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15916,DistCp: Backward compatibility: Distcp fails from Hadoop 3 to Hadoop 2 for snapshotdiff,"['cluster', 'cluster', 'cluster', 'cluster']"
HDFS-14081,hdfs dfsadmin -metasave metasave_test results NPE,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'block', 'block', 'block', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'race', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15018,DataNode doesn't shutdown although the number of failed disks reaches dfs.datanode.failed.volumes.tolerated,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14311,Multi-threading conflict at layoutVersion when loading block pool storage,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16517,In 2.10 the distance metric is wrong for non-DN machines,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster']"
HDFS-16402,Improve HeartbeatManager logic to avoid incorrect stats,"['node', 'node', 'node']"
HDFS-16259,Catch and re-throw sub-classes of AccessControlException thrown by any permission provider plugins (eg Ranger),['remote']
HDFS-16145,CopyListing fails with FNF exception with snapshot diff,['replica']
HDFS-15580,[JDK 12] DFSTestUtil#addDataNodeLayoutVersion fails,"['node', 'node', 'server', 'server']"
HDFS-14920,Erasure Coding: Decommission may hang If one or more datanodes are out of service during decommission  ,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'server', 'server']"
HDFS-16129,HttpFS signature secret file misusage,['server']
HDFS-16408,Ensure LeaseRecheckIntervalMs is greater than zero,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14986,ReplicaCachingGetSpaceUsed throws  ConcurrentModificationException,"['node', 'node', 'node', 'server', 'server', 'server']"
HDFS-13702,Remove HTrace hooks from DFSClient to reduce CPU usage,"['race', 'race', 'race', 'race']"
HDFS-16332,Expired block token causes slow read due to missing handling in sasl handshake,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster', 'cluster', 'remote', 'remote', 'remote', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'connection', 'region', 'region', 'region', 'region', 'region', 'race', 'server']"
HDFS-14303,"check block directory logic not correct when there is only meta file, print no meaning warn log","['block', 'block', 'block', 'block', 'block', 'meta', 'meta']"
HDFS-15391,"Standby NameNode due loads the corruption edit log, the service exits and cannot be restarted","['cluster', 'replica', 'corrupt', 'corrupt', 'restart', 'restart']"
HDFS-14751,Synchronize on diffs in DirectoryScanner,"['node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server']"
HDFS-14503,ThrottledAsyncChecker throws NPE during block pool initialization ,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14973,Balancer getBlocks RPC dispersal does not function properly,"['delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'delay', 'cluster', 'cluster', 'block', 'block', 'block', 'distributed']"
HDFS-14655,[SBN Read] Namenode crashes if one of The JN is down,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'crash', 'parallel', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14575,LeaseRenewer#daemon threads leak in DFSClient,"['race', 'race', 'race', 'race']"
HDFS-16055,Quota is not preserved in snapshot INode,['meta']
HDFS-16316,Improve DirectoryScanner: add regular file check related block,"['node', 'cluster', 'block', 'block', 'block', 'block', 'meta']"
HDFS-15175,Multiple CloseOp shared block instance causes the standby namenode to crash when rolling editlog,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'crash', 'crash', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15545,(S)Webhdfs will not use updated delegation tokens available in the ugi after the old ones expire,['election']
HDFS-14993,checkDiskError doesn't work during datanode startup,['node']
HDFS-16479,EC: NameNode should not send a reconstruction work when the source datanodes are insufficient,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14706,Checksums are not checked if block meta file is less than 7 bytes,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'meta', 'meta', 'meta', 'meta', 'meta', 'meta', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14514,Actual read size of open file in encryption zone still larger than listing size even after enabling HDFS-11402 in Hadoop 2,"['node', 'cluster', 'block']"
HDFS-15795,EC: Wrong checksum when reconstruction was failed by exception,"['block', 'block']"
HDFS-15205,FSImage sort section logic is wrong,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13844,Fix the fmt_bytes function in the dfs-dust.js,['node']
HDFS-16852,Register the shutdown hook only when not in shutdown for KeyProviderCache constructor,"['connection', 'race']"
HDFS-14048,DFSOutputStream close() throws exception on subsequent call after DataNode restart,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'race', 'restart', 'restart', 'restart', 'restart', 'restart', 'restart', 'restart', 'restart']"
HDFS-16623,IllegalArgumentException in LifelineSender,"['node', 'node']"
HDFS-14845,Ignore AuthenticationFilterInitializer for HttpFSServerWebServer and honor hadoop.http.authentication configs,"['block', 'block', 'meta']"
HDFS-15012,NN fails to parse Edit logs after applying HDFS-13101,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'corrupt', 'partition', 'partition', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13772,Erasure coding: Unnecessary NameNode Logs displaying for Enabling/Disabling Erasure coding policies which are already enabled/disabled,"['node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15115,Namenode crash caused by NPE in BlockPlacementPolicyDefault when dynamically change logger to debug,"['node', 'node', 'node', 'crash', 'crash']"
HDFS-15439,Setting dfs.mover.retry.max.attempts to negative value will retry forever.,['block']
HDFS-13596,NN restart fails after RollingUpgrade from 2.x to 3.x,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'restart', 'restart', 'restart']"
HDFS-14642,processMisReplicatedBlocks does not return correct processed count,"['node', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-16838,Fix NPE in testAddRplicaProcessorForAddingReplicaInMap,"['node', 'server']"
HDFS-15974,RBF: Unable to display the datanode UI of the router,"['node', 'node']"
HDFS-14429,Block remain in COMMITTED but not COMPLETE caused by Decommission,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'replica', 'block', 'server', 'server', 'server', 'server']"
HDFS-13768, Adding replicas to volume map makes DataNode start slowly ,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'recovery', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'restart']"
HDFS-14013,Skip any credentials stored in HDFS when starting ZKFC,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server']"
HDFS-16923,The getListing RPC will throw NPE if the path does not exist,"['node', 'node', 'node', 'node', 'server', 'server']"
HDFS-13330,ShortCircuitCache#fetchOrCreate never retries,"['replica', 'race']"
HDFS-14852,Removing from LowRedundancyBlocks does not remove the block from all queues,"['block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt']"
HDFS-16732,[SBN READ] Avoid get location from observer when the block report is delayed.,"['node', 'node', 'delay', 'delay', 'cluster', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server']"
HDFS-13677,Dynamic refresh Disk configuration results in overwriting VolumeMap,"['node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'server', 'server', 'server', 'server', 'server']"
HDFS-16550,[SBN read] Improper cache-size for journal node may cause cluster crash,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster', 'cluster', 'cluster', 'cluster', 'crash', 'crash', 'crash', 'restart']"
HDFS-13738,fsck -list-corruptfileblocks has infinite loop if user is not privileged.,"['block', 'block', 'corrupt', 'corrupt']"
HDFS-15408,Failed execution caused by SocketTimeoutException,"['node', 'cluster', 'cluster', 'connection']"
HDFS-14609,RBF: Security should use common AuthenticationFilter,['node']
HDFS-14434,webhdfs that connect secure hdfs should not use user.name parameter,"['cluster', 'cluster']"
HDFS-14967,TestWebHDFS  fails in Windows ,['cluster']
HDFS-16061,DFTestUtil.waitReplication can produce false positives,['replica']
HDFS-15313,Ensure inodes in active filesystem are not deleted during snapshot delete,"['node', 'node', 'node']"
HDFS-13816,dfs.getQuotaUsage() throws NPE on non-existent dir instead of FileNotFoundException,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-13369,FSCK Report broken with RequestHedgingProxyProvider ,"['node', 'node', 'block', 'server']"
HDFS-15963,Unreleased volume references cause an infinite loop,"['block', 'meta']"
HDFS-16934,org.apache.hadoop.hdfs.tools.TestDFSAdmin#testAllDatanodesReconfig regression,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'race', 'race']"
HDFS-16297,striped block was deleted less than 1 replication,"['cluster', 'replica', 'replica', 'block', 'block', 'block']"
HDFS-14143,RBF: After clrQuota mount point is not allowing to create new files ,['cluster']
HDFS-16538, EC decoding failed due to not enough valid inputs,"['cluster', 'block', 'block']"
HDFS-13682,Cannot create encryption zone after KMS auth token expires,['server']
HDFS-16872,Fix log throttling by declaring LogThrottlingHelper as static members,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15421,IBR leak causes standby NN to be stuck in safe mode,"['node', 'delay', 'block', 'block']"
HDFS-14669,TestDirectoryScanner#testDirectoryScannerInFederatedCluster fails intermittently in trunk,"['node', 'node', 'node', 'block', 'block', 'race', 'server', 'server']"
HDFS-16510,Fix EC decommission when rack is not enough,"['node', 'node', 'cluster', 'cluster', 'cluster']"
HDFS-13433,webhdfs requests can be routed incorrectly in federated cluster,"['node', 'node', 'node', 'node', 'cluster']"
HDFS-14546,Document block placement policies,"['block', 'block']"
HDFS-14537,Journaled Edits Cache is not cleared when formatting the JN,['node']
HDFS-15276,Concat on INodeRefernce fails with illegal state exception,"['node', 'node']"
HDFS-14759,HDFS cat logs an info message,['remote']
HDFS-14111,hdfsOpenFile on HDFS causes unnecessary IO from file offset 0,"['node', 'network', 'remote', 'block', 'block', 'block', 'block']"
HDFS-15048,Fix findbug in DirectoryScanner,"['node', 'node', 'node', 'server', 'server', 'server']"
HDFS-16837,[RBF SBN] ClientGSIContext should merge RouterFederatedStates to get the max state id for each namespace,['remote']
HDFS-16583,DatanodeAdminDefaultMonitor can get stuck in an infinite loop,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'race', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'restart']"
HDFS-16533,COMPOSITE_CRC failed between replicated file and striped file due to invalid requested length,"['replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block']"
HDFS-14934,[SBN Read] Standby NN throws many InterruptedExceptions when dfs.ha.tail-edits.period is 0,"['parallel', 'parallel']"
HDFS-15167,Block Report Interval shouldn't be reset apart from first Block Report,"['block', 'block']"
HDFS-14687,Standby Namenode never come out of safemode when EC files are being written.,"['node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'restart']"
HDFS-15285,The same distance and load nodes don't shuffle when consider DataNode load,['node']
HDFS-15868,Possible Resource Leak in EditLogFileOutputStream,"['node', 'server']"
HDFS-15143,LocatedStripedBlock returns wrong block type,"['block', 'block']"
HDFS-15641,DataNode could meet deadlock if invoke refreshNameNode,['node']
HDFS-13815,RBF: Add check to order command,"['cluster', 'cluster', 'cluster', 'cluster']"
HDFS-13964,RBF: TestRouterWebHDFSContractAppend fails with No Active Namenode under nameservice,['node']
HDFS-15032,Balancer crashes when it fails to contact an unavailable NN via ObserverReadProxyProvider,"['crash', 'crash', 'server', 'server', 'server']"
HDFS-14314,fullBlockReportLeaseId should be reset after registering to NN,"['cluster', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'restart', 'restart', 'restart', 'restart', 'restart']"
HDFS-14240,blockReport test in NNThroughputBenchmark throws ArrayIndexOutOfBoundsException,"['node', 'node', 'node', 'node', 'block', 'block']"
HDFS-14158,Checkpointer ignores configured time period > 5 minutes,"['node', 'node', 'node']"
HDFS-15009,"FSCK ""-list-corruptfileblocks"" return Invalid Entries","['node', 'node', 'node', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-14661,RBF: updateMountTableEntry shouldn't update mountTableEntry if targetPath not exist,['cluster']
HDFS-14880,Correct the sequence of statistics & exit message in balencer,"['cluster', 'cluster']"
HDFS-15126,TestDatanodeRegistration#testForcedRegistration fails intermittently,"['node', 'node', 'node', 'node', 'node', 'node']"
HDFS-14126,DataNode DirectoryScanner holding global lock for too long,"['node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'block', 'block', 'block', 'block', 'block', 'meta', 'race', 'race', 'race', 'server', 'server', 'server', 'server', 'server']"
HDFS-16050,Some dynamometer tests fail,['block']
HDFS-14383,Compute datanode load based on StoragePolicy,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica']"
HDFS-15798,"EC: Reconstruct task failed, and It would be XmitsInProgress of DN has negative number","['node', 'node', 'node', 'node', 'replica', 'block', 'block', 'block', 'block']"
HDFS-14618,Incorrect synchronization of ArrayList field (ArrayList is thread-unsafe).,"['block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server']"
HDFS-15250,Setting `dfs.client.use.datanode.hostname` to true can crash the system because of unhandled UnresolvedAddressException,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'remote', 'connection', 'crash', 'crash', 'race', 'race', 'race']"
HDFS-14961,[SBN read] Prevent ZKFC changing Observer Namenode state,"['node', 'node', 'node', 'node', 'node', 'election', 'election', 'consistent', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16027, HDFS-15245 breaks source code compatibility between 3.3.0 and 3.3.1.,"['cluster', 'cluster', 'cluster']"
HDFS-15058,TestFsck.testFsckListCorruptFilesBlocks and TestFsck.testFsckListCorruptSnapshotFiles fail some times,"['corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-16586,Purge FsDatasetAsyncDiskService threadgroup; it causes BPServiceActor$CommandProcessingThread IllegalThreadStateException 'fatal exception and exit' ,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster', 'replica', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14359,Inherited ACL permissions masked when parent directory does not exist (mkdir -p),['node']
HDFS-14754,Erasure Coding :  The number of Under-Replicated Blocks never reduced,"['replica', 'block', 'block', 'block', 'block', 'block']"
HDFS-13356,Balancer:Set default value of minBlockSize to 10mb ,['block']
HDFS-14581,Appending to EC files crashes NameNode,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'block', 'block', 'block', 'crash', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14685,DefaultAuditLogger doesn't print CallerContext,['node']
HDFS-15209,Lease recovery: namenode not able to commitBlockSynchronization if client comes back and closes the file beforehand,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'delay', 'replica', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'server', 'server']"
HDFS-14699,Erasure Coding: Storage not considered in live replica when replication streams hard limit reached to threshold,"['node', 'cluster', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-14660,[SBN Read] ObserverNameNode should throw StandbyException for requests not from ObserverProxyProvider,"['node', 'node', 'cluster', 'cluster', 'consistent', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13901,INode access time is ignored because of race between open and rename,"['node', 'race']"
HDFS-15111,stopStandbyServices() should log which service state it is transitioning from.,"['server', 'server']"
HDFS-16761,Namenode UI for Datanodes page not loading if any data node is down,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node']"
HDFS-15725,Lease Recovery never completes for a committed block which the DNs never finalize,"['node', 'node', 'node', 'node', 'replica', 'replica', 'replica', 'recovery', 'recovery', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-14396,Failed to load image from FSImageFile when downgrade from 3.x to 2.x,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14423,Percent (%) and plus (+) characters no longer work in WebHDFS,"['partition', 'partition', 'partition']"
HDFS-13993,TestDataNodeVolumeFailure#testTolerateVolumeFailuresAfterAddingMoreVolumes is flaky,"['node', 'parallel', 'server']"
HDFS-13785,"EC: ""removePolicy"" is not working for built-in/system Erasure Code policies","['node', 'node']"
HDFS-15198,RBF: Add test for MountTableRefresherService failed to refresh other router MountTableEntries in secure mode,"['server', 'server', 'server', 'server']"
HDFS-14578,AvailableSpaceBlockPlacementPolicy always prefers local node,"['node', 'node', 'election']"
HDFS-13983,TestOfflineImageViewer crashes in windows,"['block', 'crash', 'crash']"
HDFS-14317,Standby does not trigger edit log rolling when in-progress edit log tailing is enabled,"['node', 'meta']"
HDFS-15069,DecommissionMonitor-0 thread will block forever while its timer task scheduled encountered any unchecked exceptions.,"['block', 'block', 'block', 'block']"
HDFS-14599,HDFS-12487 breaks test TestDiskBalancer.testDiskBalancerWithFedClusterWithOneNameServiceEmpty,"['block', 'block', 'block']"
HDFS-15709,EC: Socket file descriptor leak in StripedBlockChecksumReconstructor,['connection']
HDFS-15422,Reported IBR is partially replaced with stored info when queuing.,"['node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt']"
HDFS-15287,HDFS rollingupgrade prepare never finishes,['cluster']
HDFS-13836,RBF: Handle mount table znode with null value,"['node', 'node', 'node', 'server', 'server']"
HDFS-14499,Misleading REM_QUOTA value with snapshot and trash feature enabled for a directory,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node']"
HDFS-14834,"in some particular situation, datanode will always in DECOMMISSION_INPROGRESS state","['node', 'node', 'node', 'node', 'replica', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-13963,NN UI is broken with IE11,"['node', 'meta']"
HDFS-15644,Failed volumes can cause DNs to stop block reporting,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'replica', 'replica', 'block', 'block', 'race', 'server', 'server', 'server', 'server']"
HDFS-14088,RequestHedgingProxyProvider can throw NullPointerException when failover due to no lock on currentUsedProxy,['block']
HDFS-16161,Corrupt block checksum is not reported to NameNode,"['node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'race', 'server']"
HDFS-13662,TestBlockReaderLocal#testStatisticsForErasureCodingRead is flaky,['race']
HDFS-14777,RBF: Set ReadOnly is failing for mount Table but actually readonly succeed to set,"['cluster', 'cluster', 'server', 'server', 'server', 'server', 'server']"
HDFS-13336,Test cases of TestWriteToReplica failed in windows,"['node', 'race', 'server']"
HDFS-14821,Make HDFS-14617 (fsimage sub-sections) off by default,['cluster']
HDFS-16748,RBF: DFSClient should uniquely identify writing files by namespace id and iNodeId,"['node', 'node']"
HDFS-15865,Interrupt DataStreamer thread,"['node', 'network']"
HDFS-13770,"dfsadmin -report does not always decrease ""missing blocks (with replication factor 1)"" metrics when file is deleted","['replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-13481,TestRollingFileSystemSinkWithHdfs#testFlushThread: test failed intermittently,['race']
HDFS-15085,Erasure Coding: some ORC data can not be recovery  when partial DataNodes  are shut down,"['node', 'node', 'node', 'recovery']"
HDFS-16498,Fix NPE for checkBlockReportLease,"['node', 'node', 'node', 'restart']"
